gene.names	cluster
ENSMUSG00000043661	Gm9785	1
ENSMUSG00000043716	Rpl7	1
ENSMUSG00000043866	Taf10	1
ENSMUSG00000044024	Rell2	1
ENSMUSG00000044030	Irf2bp1	1
ENSMUSG00000044034	Npb	1
ENSMUSG00000044080	S100a1	1
ENSMUSG00000044117	Bmerb1	1
ENSMUSG00000044287	Nrn1l	1
ENSMUSG00000044408	Sptssa	1
ENSMUSG00000044475	Ascc1	1
ENSMUSG00000044477	Zfand3	1
ENSMUSG00000044502	Bod1	1
ENSMUSG00000044533	Rps2	1
ENSMUSG00000044550	Tceal3	1
ENSMUSG00000044562	Rasip1	1
ENSMUSG00000044573	Acp1	1
ENSMUSG00000044574	5031434C07Rik	1
ENSMUSG00000044627	Swi5	1
ENSMUSG00000044628	Rnf208	1
ENSMUSG00000044629	Cnrip1	1
ENSMUSG00000044709	Gemin7	1
ENSMUSG00000044811	Cd300c2	1
ENSMUSG00000044857	Lemd2	1
ENSMUSG00000044881	Coa4	1
ENSMUSG00000044894	Uqcrq	1
ENSMUSG00000045045	Lrfn4	1
ENSMUSG00000045055	Rpsa-ps2	1
ENSMUSG00000045128	Rpl18a	1
ENSMUSG00000045136	Tubb2b	1
ENSMUSG00000045176	Borcs6	1
ENSMUSG00000045349	Sh2d5	1
ENSMUSG00000045466	Zfp956	1
ENSMUSG00000045503	Sys1	1
ENSMUSG00000045532	C1ql1	1
ENSMUSG00000045598	Zfp553	1
ENSMUSG00000045639	Zfp629	1
ENSMUSG00000045838	Ccdc9b	1
ENSMUSG00000045948	Mrps12	1
ENSMUSG00000045996	Polr2k	1
ENSMUSG00000046160	Olig1	1
ENSMUSG00000046330	Rpl37a	1
ENSMUSG00000046364	Rpl27a	1
ENSMUSG00000046402	Rbp1	1
ENSMUSG00000046432	Bex3	1
ENSMUSG00000046516	Cox17	1
ENSMUSG00000046671	Mtfr1l	1
ENSMUSG00000046711	Hmga1	1
ENSMUSG00000046727	Cystm1	1
ENSMUSG00000046756	Mrps7	1
ENSMUSG00000046865	Fbl	1
ENSMUSG00000046997	Spsb4	1
ENSMUSG00000047084	Ngrn	1
ENSMUSG00000047215	Rpl9	1
ENSMUSG00000047260	Emc6	1
ENSMUSG00000047261	Gap43	1
ENSMUSG00000047459	Dynlrb1	1
ENSMUSG00000047547	Cltb	1
ENSMUSG00000047557	Lxn	1
ENSMUSG00000047613	A430005L14Rik	1
ENSMUSG00000047617	Paxx	1
ENSMUSG00000047649	Polr1g	1
ENSMUSG00000047675	Rps8	1
ENSMUSG00000047676	Rpsa-ps10	1
ENSMUSG00000047721	Bola2	1
ENSMUSG00000047810	Ccdc88b	1
ENSMUSG00000047824	Pygo2	1
ENSMUSG00000047843	Bri3	1
ENSMUSG00000047844	Bex4	1
ENSMUSG00000047897	Ripply2	1
ENSMUSG00000047945	Marcksl1	1
ENSMUSG00000048076	Arf1	1
ENSMUSG00000048174	Tmem81	1
ENSMUSG00000048216	Gpr85	1
ENSMUSG00000048277	Syngr2	1
ENSMUSG00000048755	Mcat	1
ENSMUSG00000048758	Rpl29	1
ENSMUSG00000048970	C1galt1c1	1
ENSMUSG00000049299	Trappc1	1
ENSMUSG00000049422	Chchd10	1
ENSMUSG00000049517	Rps23	1
ENSMUSG00000049670	Morn4	1
ENSMUSG00000049760	Micos13	1
ENSMUSG00000049775	Tmsb4x	1
ENSMUSG00000049796	Crh	1
ENSMUSG00000049881	2810025M15Rik	1
ENSMUSG00000049940	Pgrmc2	1
ENSMUSG00000049960	Mrps16	1
ENSMUSG00000050071	Bex1	1
ENSMUSG00000050075	Gpr171	1
ENSMUSG00000050212	Eva1b	1
ENSMUSG00000050423	Ppp1r3g	1
ENSMUSG00000050534	Htr5b	1
ENSMUSG00000050552	Lamtor4	1
ENSMUSG00000050608	Micos10	1
ENSMUSG00000050621	Rps27rt	1
ENSMUSG00000050628	Ubald2	1
ENSMUSG00000050705	2310061I04Rik	1
ENSMUSG00000050708	Ftl1	1
ENSMUSG00000050732	Vamp8	1
ENSMUSG00000050856	Atp5me	1
ENSMUSG00000051062	Fbll1	1
ENSMUSG00000051154	Commd3	1
ENSMUSG00000051159	Cited1	1
ENSMUSG00000051232	Tmem199	1
ENSMUSG00000051234	Rnf7	1
ENSMUSG00000051255	Gm6563	1
ENSMUSG00000051256	Jagn1	1
ENSMUSG00000051346	Spryd4	1
ENSMUSG00000051355	Commd1	1
ENSMUSG00000051483	Cbr1	1
ENSMUSG00000051502	Ufsp1	1
ENSMUSG00000051518	Rps19bp1	1
ENSMUSG00000051550	Zfp579	1
ENSMUSG00000051557	Pusl1	1
ENSMUSG00000051671	Coa6	1
ENSMUSG00000051695	Pcbp1	1
ENSMUSG00000051768	Xrcc1	1
ENSMUSG00000051851	Rtl8c	1
ENSMUSG00000051998	Lax1	1
ENSMUSG00000052033	Pfdn4	1
ENSMUSG00000052135	Foxo6	1
ENSMUSG00000052139	Babam2	1
ENSMUSG00000052146	Rps10	1
ENSMUSG00000052301	Doc2a	1
ENSMUSG00000052310	Slc39a1	1
ENSMUSG00000052419	Smim30	1
ENSMUSG00000052428	Tmco1	1
ENSMUSG00000052456	Get3	1
ENSMUSG00000052584	Serp2	1
ENSMUSG00000052688	Rab7b	1
ENSMUSG00000052730	Gm5111	1
ENSMUSG00000052738	Suclg1	1
ENSMUSG00000052833	Sae1	1
ENSMUSG00000052865	Gm13619	1
ENSMUSG00000052921	Arhgef15	1
ENSMUSG00000053093	Myh7	1
ENSMUSG00000053181	A830005F24Rik	1
ENSMUSG00000053192	Mllt11	1
ENSMUSG00000053317	Sec61b	1
ENSMUSG00000053332	Gas5	1
ENSMUSG00000053398	Phgdh	1
ENSMUSG00000053483	Usp21	1
ENSMUSG00000053565	Eif3k	1
ENSMUSG00000053768	Chchd3	1
ENSMUSG00000053769	Lysmd1	1
ENSMUSG00000053801	Grwd1	1
ENSMUSG00000053898	Ech1	1
ENSMUSG00000053929	Zftraf1	1
ENSMUSG00000053931	Cnn3	1
ENSMUSG00000053985	Zfp14	1
ENSMUSG00000054091	1810037I17Rik	1
ENSMUSG00000054206	Gzmm	1
ENSMUSG00000054312	Mrps21	1
ENSMUSG00000054405	Dnajc8	1
ENSMUSG00000054428	Atp5if1	1
ENSMUSG00000054452	Tle5	1
ENSMUSG00000054545	Ugt1a6a	1
ENSMUSG00000054676	1600014C10Rik	1
ENSMUSG00000054723	Vmac	1
ENSMUSG00000054766	Set	1
ENSMUSG00000054863	Tafa5	1
ENSMUSG00000054934	Kcnmb4	1
ENSMUSG00000055239	Kcmf1	1
ENSMUSG00000055302	Mrfap1	1
ENSMUSG00000055401	Fbxo6	1
ENSMUSG00000055629	B4galnt4	1
ENSMUSG00000055633	Zfp580	1
ENSMUSG00000055681	Cope	1
ENSMUSG00000055762	Eef1d	1
ENSMUSG00000055839	Elob	1
ENSMUSG00000055850	Rnf181	1
ENSMUSG00000055862	Izumo4	1
ENSMUSG00000056076	Eif3b	1
ENSMUSG00000056185	Snx32	1
ENSMUSG00000056201	Cfl1	1
ENSMUSG00000056204	Pgpep1	1
ENSMUSG00000056596	Trnp1	1
ENSMUSG00000056612	Ppp1r14b	1
ENSMUSG00000056629	Fkbp2	1
ENSMUSG00000056698	Elmod3	1
ENSMUSG00000056737	Capg	1
ENSMUSG00000056851	Pcbp2	1
ENSMUSG00000056917	Sipa1	1
ENSMUSG00000057036	Gm7536	1
ENSMUSG00000057113	Npm1	1
ENSMUSG00000057130	Txnl4a	1
ENSMUSG00000057322	Rpl38	1
ENSMUSG00000057388	Mrpl18	1
ENSMUSG00000057411	Antkmt	1
ENSMUSG00000057457	Phex	1
ENSMUSG00000057506	Bloc1s2	1
ENSMUSG00000057531	Dtnbp1	1
ENSMUSG00000057666	Gapdh	1
ENSMUSG00000057841	Rpl32	1
ENSMUSG00000057863	Rpl36	1
ENSMUSG00000057963	Itpk1	1
ENSMUSG00000058076	Sdhc	1
ENSMUSG00000058101	1700084J12Rik	1
ENSMUSG00000058135	Gstm1	1
ENSMUSG00000058239	Usf2	1
ENSMUSG00000058267	Mrps14	1
ENSMUSG00000058546	Rpl23a	1
ENSMUSG00000058558	Rpl5	1
ENSMUSG00000058600	Rpl30	1
ENSMUSG00000058672	Tubb2a	1
ENSMUSG00000058756	Thra	1
ENSMUSG00000058833	Rex1bd	1
ENSMUSG00000058900	Rsl1	1
ENSMUSG00000058927	Gm10053	1
ENSMUSG00000059070	Rpl18	1
ENSMUSG00000059278	Naa38	1
ENSMUSG00000059291	Rpl11	1
ENSMUSG00000059355	Wdr83os	1
ENSMUSG00000059361	Nrsn2	1
ENSMUSG00000059498	Fcgr3	1
ENSMUSG00000059518	Znhit1	1
ENSMUSG00000059534	Uqcr10	1
ENSMUSG00000059714	Flot1	1
ENSMUSG00000059734	Ndufs8	1
ENSMUSG00000059743	Fdps	1
ENSMUSG00000059796	Eif4a1	1
ENSMUSG00000059824	Dbp	1
ENSMUSG00000059895	Ptp4a3	1
ENSMUSG00000060032	H2aj	1
ENSMUSG00000060036	Rpl3	1
ENSMUSG00000060073	Psma3	1
ENSMUSG00000060126	Tpt1	1
ENSMUSG00000060216	Arrb2	1
ENSMUSG00000060467	Gm10080	1
ENSMUSG00000060538	Tmem219	1
ENSMUSG00000060636	Rpl35a	1
ENSMUSG00000060675	Plaat3	1
ENSMUSG00000060708	Bloc1s4	1
ENSMUSG00000060739	Nsa2	1
ENSMUSG00000060743	H3f3a	1
ENSMUSG00000060802	B2m	1
ENSMUSG00000060803	Gstp1	1
ENSMUSG00000060860	Ube2s	1
ENSMUSG00000060904	Arl1	1
ENSMUSG00000060938	Rpl26	1
ENSMUSG00000060992	Copz1	1
ENSMUSG00000061032	Rrp1	1
ENSMUSG00000061086	Myl4	1
ENSMUSG00000061104	Sap18b	1
ENSMUSG00000061111	Mcrip1	1
ENSMUSG00000061207	Stk19	1
ENSMUSG00000061232	H2-K1	1
ENSMUSG00000061315	Naca	1
ENSMUSG00000061360	Phf5a	1
ENSMUSG00000061474	Mrps36	1
ENSMUSG00000061477	Rps7	1
ENSMUSG00000061479	Snrpa	1
ENSMUSG00000061518	Cox5b	1
ENSMUSG00000061559	Skic8	1
ENSMUSG00000061702	Tmem91	1
ENSMUSG00000061787	Rps17	1
ENSMUSG00000061887	Ssbp3	1
ENSMUSG00000061904	Slc25a3	1
ENSMUSG00000061983	Rps12	1
ENSMUSG00000062006	Rpl34	1
ENSMUSG00000062248	Cks2	1
ENSMUSG00000062328	Rpl17	1
ENSMUSG00000062352	Itgb1bp1	1
ENSMUSG00000062380	Tubb3	1
ENSMUSG00000062421	Arf2	1
ENSMUSG00000062619	2310039H08Rik	1
ENSMUSG00000062647	Rpl7a	1
ENSMUSG00000062683	Atp5mc2	1
ENSMUSG00000062762	Ei24	1
ENSMUSG00000062867	Impdh2	1
ENSMUSG00000062933	Gm10123	1
ENSMUSG00000062963	Ufc1	1
ENSMUSG00000062981	Mrpl42	1
ENSMUSG00000062997	Rpl35	1
ENSMUSG00000063019	Manbal	1
ENSMUSG00000063065	Mapk3	1
ENSMUSG00000063171	Rps4l	1
ENSMUSG00000063200	Nol7	1
ENSMUSG00000063229	Ldha	1
ENSMUSG00000063235	Ptpmt1	1
ENSMUSG00000063275	Hacd1	1
ENSMUSG00000063316	Rpl27	1
ENSMUSG00000063457	Rps15	1
ENSMUSG00000063480	Snu13	1
ENSMUSG00000063524	Eno1	1
ENSMUSG00000063576	Klhdc3	1
ENSMUSG00000063632	Sox11	1
ENSMUSG00000063694	Cycs	1
ENSMUSG00000063856	Gpx1	1
ENSMUSG00000063882	Uqcrh	1
ENSMUSG00000063902	Gm7964	1
ENSMUSG00000064030	Pym1	1
ENSMUSG00000064068	Mtx1	1
ENSMUSG00000064246	Chi3l1	1
ENSMUSG00000064264	Zfp428	1
ENSMUSG00000064307	Lrrc51	1
ENSMUSG00000064341	mt-Nd1	1
ENSMUSG00000064351	mt-Co1	1
ENSMUSG00000064370	mt-Cytb	1
ENSMUSG00000064585	Gm25129	1
ENSMUSG00000065990	Aurkaip1	1
ENSMUSG00000066456	Hmgn3	1
ENSMUSG00000066551	Hmgb1	1
ENSMUSG00000066607	Insyn1	1
ENSMUSG00000066839	Ecsit	1
ENSMUSG00000067038	Rps12-ps3	1
ENSMUSG00000067212	H2-T23	1
ENSMUSG00000067274	Rplp0	1
ENSMUSG00000067288	Rps28	1
ENSMUSG00000067713	Prkag1	1
ENSMUSG00000067719	Gm10221	1
ENSMUSG00000067786	Nnat	1
ENSMUSG00000067924	Rtl8b	1
ENSMUSG00000067925	Rtl8a	1
ENSMUSG00000068039	Tcp1	1
ENSMUSG00000068141	Gm10232	1
ENSMUSG00000068267	Cenpb	1
ENSMUSG00000068290	Ddrgk1	1
ENSMUSG00000068328	Aup1	1
ENSMUSG00000068329	Htra2	1
ENSMUSG00000068522	Aard	1
ENSMUSG00000068523	Gng5	1
ENSMUSG00000068580	Zfyve19	1
ENSMUSG00000068739	Sars1	1
ENSMUSG00000068749	Psma5	1
ENSMUSG00000068798	Rap1a	1
ENSMUSG00000068856	Sf3b4	1
ENSMUSG00000068921	Dap3	1
ENSMUSG00000069041	Slc25a31	1
ENSMUSG00000069682	Gm10275	1
ENSMUSG00000069744	Psmb3	1
ENSMUSG00000070003	Ssbp4	1
ENSMUSG00000070283	Ndufaf3	1
ENSMUSG00000070319	Eif3g	1
ENSMUSG00000070343	Gm10288	1
ENSMUSG00000070368	Prok1	1
ENSMUSG00000070394	Tmem256	1
ENSMUSG00000070493	Chchd2	1
ENSMUSG00000070953	Rabepk	1
ENSMUSG00000071014	Ndufb6	1
ENSMUSG00000071073	Lrrc73	1
ENSMUSG00000071076	Jund	1
ENSMUSG00000071347	C1qtnf9	1
ENSMUSG00000071359	Tbpl1	1
ENSMUSG00000071415	Rpl23	1
ENSMUSG00000071451	Psmg4	1
ENSMUSG00000071456	1110002L01Rik	1
ENSMUSG00000071528	Atp5mk	1
ENSMUSG00000071547	Nt5dc2	1
ENSMUSG00000071644	Eef1g	1
ENSMUSG00000071649	B3gat3	1
ENSMUSG00000071655	Ubxn1	1
ENSMUSG00000071658	Gng3	1
ENSMUSG00000071745	Pwwp4b	1
ENSMUSG00000071866	Ppia	1
ENSMUSG00000072235	Tuba1a	1
ENSMUSG00000072674	NA	1
ENSMUSG00000072692	Rpl37rt	1
ENSMUSG00000072694	1500011B03Rik	1
ENSMUSG00000072772	Grcc10	1
ENSMUSG00000072949	Acot1	1
ENSMUSG00000073139	Tmem185a	1
ENSMUSG00000073422	Hsd17b8	1
ENSMUSG00000073433	Arhgdig	1
ENSMUSG00000073468	Sft2d1	1
ENSMUSG00000073481	Mtarc2	1
ENSMUSG00000073616	Cops9	1
ENSMUSG00000073656	Gm10558	1
ENSMUSG00000073676	Hspe1	1
ENSMUSG00000073702	Rpl31	1
ENSMUSG00000073838	Tufm	1
ENSMUSG00000073889	Il11ra1	1
ENSMUSG00000074064	Mlycd	1
ENSMUSG00000074102	Rbm15b	1
ENSMUSG00000074129	Rpl13a	1
ENSMUSG00000074207	Adh1	1
ENSMUSG00000074211	Sdhaf1	1
ENSMUSG00000074264	Amy1	1
ENSMUSG00000074340	Ovgp1	1
ENSMUSG00000074364	Ehd2	1
ENSMUSG00000074457	S100a16	1
ENSMUSG00000074627	Mroh8	1
ENSMUSG00000074649	Mmp24os1	1
ENSMUSG00000074656	Eif2s2	1
ENSMUSG00000074748	Atxn7l3b	1
ENSMUSG00000074754	Smim26	1
ENSMUSG00000074884	Serf2	1
ENSMUSG00000075012	Fjx1	1
ENSMUSG00000075020	Mir670hg	1
ENSMUSG00000075217	Fads2b	1
ENSMUSG00000075465	Gm10837	1
ENSMUSG00000075528	Aarsd1	1
ENSMUSG00000075590	Nrbp2	1
ENSMUSG00000075602	Ly6a	1
ENSMUSG00000075701	Selenos	1
ENSMUSG00000075702	Selenom	1
ENSMUSG00000075705	Msrb1	1
ENSMUSG00000075706	Gpx4	1
ENSMUSG00000078153	Psme2b	1
ENSMUSG00000078202	Nrarp	1
ENSMUSG00000078348	Sf3b5	1
ENSMUSG00000078427	Sarnp	1
ENSMUSG00000078453	Abracl	1
ENSMUSG00000078570	1110065P20Rik	1
ENSMUSG00000078656	Vps25	1
ENSMUSG00000078681	Tm2d3	1
ENSMUSG00000078695	Cisd3	1
ENSMUSG00000078713	Tomm5	1
ENSMUSG00000078765	U2af1l4	1
ENSMUSG00000078771	Evi2a	1
ENSMUSG00000078794	Dact3	1
ENSMUSG00000078812	Eif5a	1
ENSMUSG00000078923	Ube2v1	1
ENSMUSG00000078941	Ak6	1
ENSMUSG00000078974	Sec61g	1
ENSMUSG00000079003	Samd1	1
ENSMUSG00000079018	Ly6c1	1
ENSMUSG00000079056	Kcnip3	1
ENSMUSG00000079111	Kdelr2	1
ENSMUSG00000079184	Mphosph8	1
ENSMUSG00000079197	Psme2	1
ENSMUSG00000079316	Rab9	1
ENSMUSG00000079418	Atg4a	1
ENSMUSG00000079426	Arpc4	1
ENSMUSG00000079435	Rpl36a	1
ENSMUSG00000079477	Rab7	1
ENSMUSG00000079480	Pin4	1
ENSMUSG00000079484	Phyhd1	1
ENSMUSG00000079523	Tmsb10	1
ENSMUSG00000079534	Pwwp4c	1
ENSMUSG00000079562	Maea	1
ENSMUSG00000079592	C1qtnf5	1
ENSMUSG00000079641	Rpl39	1
ENSMUSG00000079657	Rab26	1
ENSMUSG00000079658	Eloc	1
ENSMUSG00000079677	Fdx2	1
ENSMUSG00000080268	Brms1	1
ENSMUSG00000080776	Gm12174	1
ENSMUSG00000080885	Rpl10-ps6	1
ENSMUSG00000080993	Gm12903	1
ENSMUSG00000081402	Gm15455	1
ENSMUSG00000081406	Rps6-ps4	1
ENSMUSG00000081473	Gm4853	1
ENSMUSG00000081534	Slc48a1	1
ENSMUSG00000081783	Gm15599	1
ENSMUSG00000082035	Rpl17-ps8	1
ENSMUSG00000083061	Gm12191	1
ENSMUSG00000083380	Ndufb4c	1
ENSMUSG00000083485	Gm12308	1
ENSMUSG00000084106	Gm6136	1
ENSMUSG00000084319	Tpt1-ps3	1
ENSMUSG00000084349	Rpl3-ps1	1
ENSMUSG00000084416	Rpl10a-ps1	1
ENSMUSG00000084786	Ubl5	1
ENSMUSG00000084792	1700056N10Rik	1
ENSMUSG00000084849	Gm16105	1
ENSMUSG00000085042	Abhd11os	1
ENSMUSG00000085156	Snhg15	1
ENSMUSG00000085218	BB218582	1
ENSMUSG00000085442	Gm3362	1
ENSMUSG00000085609	1700016P03Rik	1
ENSMUSG00000085787	Gm13092	1
ENSMUSG00000086013	Gm15706	1
ENSMUSG00000086290	Snhg12	1
ENSMUSG00000086583	Gm15500	1
ENSMUSG00000086765	Gm11827	1
ENSMUSG00000086859	Snhg20	1
ENSMUSG00000087006	Gm13889	1
ENSMUSG00000087056	Gm14004	1
ENSMUSG00000087075	Lbhd2	1
ENSMUSG00000087131	Gm16152	1
ENSMUSG00000087249	Gm16062	1
ENSMUSG00000087260	Lamtor5	1
ENSMUSG00000087269	D330023K18Rik	1
ENSMUSG00000087412	Gm15501	1
ENSMUSG00000087651	1500009L16Rik	1
ENSMUSG00000089661	Mia	1
ENSMUSG00000089810	Gm16536	1
ENSMUSG00000089951	Zfp968-ps	1
ENSMUSG00000089996	Tmsb15b2	1
ENSMUSG00000090070	Gm16577	1
ENSMUSG00000090137	Uba52	1
ENSMUSG00000090207	4930524O07Rik	1
ENSMUSG00000090223	Pcp4	1
ENSMUSG00000090358	Gm2822	1
ENSMUSG00000090386	Mir99ahg	1
ENSMUSG00000090553	Snrpe	1
ENSMUSG00000090733	Rps27	1
ENSMUSG00000090778	Gm3235	1
ENSMUSG00000090841	Myl6	1
ENSMUSG00000090862	Rps13	1
ENSMUSG00000091002	Tcerg1l	1
ENSMUSG00000091313	Fth-ps2	1
ENSMUSG00000091462	Gm17084	1
ENSMUSG00000091537	Tma7	1
ENSMUSG00000091648	C2cd4d	1
ENSMUSG00000091811	Inafm1	1
ENSMUSG00000091898	Tnnc1	1
ENSMUSG00000092086	Gm6793	1
ENSMUSG00000092323	BB365896	1
ENSMUSG00000092470	Gm20518	1
ENSMUSG00000092544	Gm20422	1
ENSMUSG00000092607	Scnm1	1
ENSMUSG00000092837	Rpph1	1
ENSMUSG00000093674	Rpl41	1
ENSMUSG00000093798	Gm8355	1
ENSMUSG00000093989	Rnasek	1
ENSMUSG00000094500	Smim18	1
ENSMUSG00000095295	Gm3488	1
ENSMUSG00000095562	Erdr1x	1
ENSMUSG00000095567	Noc2l	1
ENSMUSG00000095595	Fam177a	1
ENSMUSG00000095597	Rps7-ps3	1
ENSMUSG00000096145	Vkorc1	1
ENSMUSG00000096351	Samd11	1
ENSMUSG00000096780	Tmem181b-ps	1
ENSMUSG00000096947	NA	1
ENSMUSG00000097055	Gm4419	1
ENSMUSG00000097251	5033417F24Rik	1
ENSMUSG00000097277	2900076A07Rik	1
ENSMUSG00000097428	AW047730	1
ENSMUSG00000097800	NA	1
ENSMUSG00000097859	NA	1
ENSMUSG00000097902	Gm26531	1
ENSMUSG00000098134	Rnf113a2	1
ENSMUSG00000098176	Ccdc166	1
ENSMUSG00000098234	Snhg6	1
ENSMUSG00000098274	Rpl24	1
ENSMUSG00000100228	Gm29257	1
ENSMUSG00000100812	A730098A19Rik	1
ENSMUSG00000100891	2810049E08Rik	1
ENSMUSG00000101210	Gm28720	1
ENSMUSG00000101301	Gm29214	1
ENSMUSG00000102070	Gm28661	1
ENSMUSG00000102252	Snrpn	1
ENSMUSG00000102349	Gm37376	1
ENSMUSG00000102386	2900022M07Rik	1
ENSMUSG00000102501	Gm37372	1
ENSMUSG00000102894	Gm37851	1
ENSMUSG00000102961	Gm19918	1
ENSMUSG00000103189	Gm37092	1
ENSMUSG00000103284	3110080O07Rik	1
ENSMUSG00000103364	Gm38157	1
ENSMUSG00000103432	6720464F23Rik	1
ENSMUSG00000103546	Gm37666	1
ENSMUSG00000103570	C630004M23Rik	1
ENSMUSG00000103599	Gm37356	1
ENSMUSG00000103828	2610001A08Rik	1
ENSMUSG00000104398	Gm37964	1
ENSMUSG00000104507	A430027H14Rik	1
ENSMUSG00000105107	Gm43412	1
ENSMUSG00000105388	Rpl36a-ps2	1
ENSMUSG00000105704	Gm43055	1
ENSMUSG00000105789	Gm42997	1
ENSMUSG00000105936	Gm43544	1
ENSMUSG00000105974	Gm43318	1
ENSMUSG00000106292	Gm43174	1
ENSMUSG00000106386	Gm42991	1
ENSMUSG00000106864	Gtf3c2	1
ENSMUSG00000106943	Dancr	1
ENSMUSG00000106978	N4bp2os	1
ENSMUSG00000107021	Gm42853	1
ENSMUSG00000107023	Gm42715	1
ENSMUSG00000107043	Gm42849	1
ENSMUSG00000107143	Gm6598	1
ENSMUSG00000107234	Gm43371	1
ENSMUSG00000107283	Mpv17	1
ENSMUSG00000107325	Gm43425	1
ENSMUSG00000107856	Gm7838	1
ENSMUSG00000107927	Gm44090	1
ENSMUSG00000108597	Gm44708	1
ENSMUSG00000108633	Gm44694	1
ENSMUSG00000109031	Gm45201	1
ENSMUSG00000109051	Gm44913	1
ENSMUSG00000109224	Tmem147os	1
ENSMUSG00000109324	Prmt1	1
ENSMUSG00000109378	Gm49396	1
ENSMUSG00000109481	Gm45130	1
ENSMUSG00000109775	Gm45297	1
ENSMUSG00000109899	Gm6012	1
ENSMUSG00000109901	Chmp1b	1
ENSMUSG00000110160	Gm45560	1
ENSMUSG00000111756	Gm48183	1
ENSMUSG00000111864	Rpl26-ps6	1
ENSMUSG00000111977	Gm47163	1
ENSMUSG00000112237	D630033A02Rik	1
ENSMUSG00000112278	Gm30025	1
ENSMUSG00000112449	Srp54b	1
ENSMUSG00000113061	Rps18-ps5	1
ENSMUSG00000113622	Gm49749	1
ENSMUSG00000113902	Ndufb1	1
ENSMUSG00000113949	Scamp4	1
ENSMUSG00000113966	Gm47980	1
ENSMUSG00000114432	Gm49391	1
ENSMUSG00000114771	Gm49064	1
ENSMUSG00000115012	9630009A06Rik	1
ENSMUSG00000115109	Gm49032	1
ENSMUSG00000115276	9930017N22Rik	1
ENSMUSG00000115423	Gm56450	1
ENSMUSG00000115632	Gm17922	1
ENSMUSG00000115837	9130002K18Rik	1
ENSMUSG00000115987	Vps28	1
ENSMUSG00000116165	Pdxp	1
ENSMUSG00000116840	Gm21691	1
ENSMUSG00000116858	Gm49797	1
ENSMUSG00000117246	Gm17891	1
ENSMUSG00000117653	Gm50009	1
ENSMUSG00000117763	9830166K06Rik	1
ENSMUSG00000117924	Tmem223	1
ENSMUSG00000118087	4833438C02Rik	1
ENSMUSG00000118105	Gm17814	1
ENSMUSG00000118107	Gm34455	1
ENSMUSG00000118132	4833408A19Rik	1
ENSMUSG00000118181	Gm53015	1
ENSMUSG00000118380	Gm36037	1
ENSMUSG00000000197	Nalcn	2
ENSMUSG00000000266	Mid2	2
ENSMUSG00000000374	Trappc10	2
ENSMUSG00000000532	Acvr1b	2
ENSMUSG00000000538	Tom1l2	2
ENSMUSG00000000631	Myo18a	2
ENSMUSG00000000766	Oprm1	2
ENSMUSG00000000804	Usp32	2
ENSMUSG00000000826	Dnajc5	2
ENSMUSG00000000838	Fmr1	2
ENSMUSG00000000948	Gm38393	2
ENSMUSG00000001052	Sec24b	2
ENSMUSG00000001089	Luzp1	2
ENSMUSG00000001150	Mcm3ap	2
ENSMUSG00000001151	Pcnt	2
ENSMUSG00000001280	Sp1	2
ENSMUSG00000001829	Clpb	2
ENSMUSG00000001855	Nup214	2
ENSMUSG00000001983	Taco1	2
ENSMUSG00000001986	Gria3	2
ENSMUSG00000001995	Sipa1l2	2
ENSMUSG00000001998	Ap4e1	2
ENSMUSG00000002028	Kmt2a	2
ENSMUSG00000002052	Supt6	2
ENSMUSG00000002222	Rmnd5a	2
ENSMUSG00000002265	Peg3	2
ENSMUSG00000002413	Braf	2
ENSMUSG00000002489	Tiam1	2
ENSMUSG00000003119	Cdk12	2
ENSMUSG00000003226	Ranbp2	2
ENSMUSG00000003316	Glg1	2
ENSMUSG00000003382	Etv3	2
ENSMUSG00000003452	Bicd1	2
ENSMUSG00000003660	Snrnp200	2
ENSMUSG00000003731	Kpna6	2
ENSMUSG00000003847	Nfat5	2
ENSMUSG00000003974	Grm3	2
ENSMUSG00000004085	Map3k20	2
ENSMUSG00000004110	Cacna1e	2
ENSMUSG00000004113	Cacna1b	2
ENSMUSG00000004233	Wars2	2
ENSMUSG00000004317	Clcn5	2
ENSMUSG00000004319	Clcn3	2
ENSMUSG00000004356	Utp20	2
ENSMUSG00000004768	Rab23	2
ENSMUSG00000004798	Ulk2	2
ENSMUSG00000005034	Prkacb	2
ENSMUSG00000005089	Slc1a2	2
ENSMUSG00000005198	Polr2a	2
ENSMUSG00000005267	Zfp287	2
ENSMUSG00000005338	Cadm3	2
ENSMUSG00000005362	Crbn	2
ENSMUSG00000005417	Mprip	2
ENSMUSG00000005442	Cic	2
ENSMUSG00000005506	Celf1	2
ENSMUSG00000005533	Igf1r	2
ENSMUSG00000005534	Insr	2
ENSMUSG00000005580	Adcy9	2
ENSMUSG00000005886	Ncoa2	2
ENSMUSG00000005893	Nr2c2	2
ENSMUSG00000005907	Pex1	2
ENSMUSG00000006005	Tpr	2
ENSMUSG00000006169	Clint1	2
ENSMUSG00000006262	Mob1b	2
ENSMUSG00000006307	Kmt2b	2
ENSMUSG00000006386	Tek	2
ENSMUSG00000006423	Steep1	2
ENSMUSG00000006527	Sfmbt1	2
ENSMUSG00000006711	D130043K22Rik	2
ENSMUSG00000006920	Ezh1	2
ENSMUSG00000007613	Tgfbr1	2
ENSMUSG00000007653	Gabrb2	2
ENSMUSG00000007817	Zmiz1	2
ENSMUSG00000007880	Arid1a	2
